Episode,WinRate
0,0.16
200,0.15
400,0.16833333333333333
600,0.18
800,0.204
1000,0.225
1200,0.24714285714285714
1400,0.266875
1600,0.2838888888888889
1800,0.3055
2000,0.325
2200,0.3425
2400,0.3565384615384615
2600,0.37357142857142855
2800,0.38866666666666666
3000,0.40125
3200,0.41558823529411765
3400,0.43083333333333335
3600,0.44342105263157894
3800,0.45525
4000,0.4673809523809524
4200,0.4793181818181818
4400,0.49
4600,0.5004166666666666
4800,0.5102
5000,0.5194230769230769
5200,0.5264814814814814
5400,0.5342857142857143
5600,0.5420689655172414
5800,0.5485
6000,0.5553225806451613
6200,0.5628125
6400,0.5706060606060606
6600,0.5779411764705882
6800,0.5851428571428572
7000,0.5909722222222222
7200,0.5977027027027026
7400,0.603421052631579
7600,0.6088461538461538
7800,0.61525
8000,0.6197560975609756
8200,0.6247619047619047
8400,0.63
8600,0.635
8800,0.6394444444444445
9000,0.6435869565217391
9200,0.6481914893617021
9400,0.6514583333333334
9600,0.6554081632653062
9800,0.6603
10000,0.2
10200,0.18
10400,0.16333333333333333
10600,0.18
10800,0.181
11000,0.17833333333333334
11200,0.17785714285714285
11400,0.18625
11600,0.18888888888888888
11800,0.1865
12000,0.19136363636363637
12200,0.18875
12400,0.1896153846153846
12600,0.19071428571428573
12800,0.19533333333333333
13000,0.1965625
13200,0.20147058823529412
13400,0.20277777777777778
13600,0.20605263157894738
13800,0.20575
14000,0.2069047619047619
14200,0.2109090909090909
14400,0.21217391304347827
14600,0.21541666666666667
14800,0.2164
15000,0.21884615384615386
15200,0.21981481481481482
15400,0.22196428571428573
15600,0.2239655172413793
15800,0.22733333333333333
16000,0.22919354838709677
16200,0.229375
16400,0.23212121212121212
16600,0.2336764705882353
16800,0.2372857142857143
17000,0.23944444444444443
17200,0.24175675675675676
17400,0.24486842105263157
17600,0.24897435897435896
17800,0.25225
18000,0.255609756097561
18200,0.25821428571428573
18400,0.2608139534883721
18600,0.2636363636363636
18800,0.26566666666666666
19000,0.2689130434782609
19200,0.2701063829787234
19400,0.2730208333333333
19600,0.2753061224489796
19800,0.279
20000,0.085
20200,0.0775
20400,0.075
20600,0.0725
20800,0.075
21000,0.08333333333333333
21200,0.08357142857142857
21400,0.085625
21600,0.09166666666666666
21800,0.0925
22000,0.09681818181818182
22200,0.09916666666666667
22400,0.10230769230769231
22600,0.10285714285714286
22800,0.10266666666666667
23000,0.1028125
23200,0.10205882352941177
23400,0.10444444444444445
23600,0.10421052631578948
23800,0.10475
24000,0.10476190476190476
24200,0.1065909090909091
24400,0.105
24600,0.10645833333333334
24800,0.1084
25000,0.11057692307692307
25200,0.11055555555555556
25400,0.11392857142857143
25600,0.1146551724137931
25800,0.11683333333333333
26000,0.11790322580645161
26200,0.11859375
26400,0.12090909090909091
26600,0.1213235294117647
26800,0.12157142857142857
27000,0.12166666666666667
27200,0.12256756756756756
27400,0.12513157894736843
27600,0.12564102564102564
27800,0.125625
28000,0.12573170731707317
28200,0.12714285714285714
28400,0.12825581395348837
28600,0.12977272727272726
28800,0.13066666666666665
29000,0.13293478260869565
29200,0.13361702127659575
29400,0.13572916666666668
29600,0.1366326530612245
29800,0.1378
