Episode,WinRate
0,0.1
50,0.14
100,0.13333333333333333
150,0.12
200,0.124
250,0.14333333333333334
300,0.15142857142857144
350,0.1525
400,0.15555555555555556
450,0.164
500,0.17272727272727273
550,0.175
600,0.17076923076923076
650,0.17857142857142858
700,0.188
750,0.185
800,0.18823529411764706
850,0.1922222222222222
900,0.20421052631578948
950,0.217
1000,0.02
1050,0.06
1100,0.07333333333333333
1150,0.08
1200,0.084
1250,0.1
1300,0.11714285714285715
1350,0.11
1400,0.10222222222222223
1450,0.104
1500,0.11090909090909092
1550,0.12
1600,0.11846153846153847
1650,0.11142857142857143
1700,0.112
1750,0.115
1800,0.11764705882352941
1850,0.11888888888888889
1900,0.11789473684210526
1950,0.124
2000,0.04
2050,0.05
2100,0.04
2150,0.04
2200,0.048
2250,0.05
2300,0.05142857142857143
2350,0.055
2400,0.05555555555555555
2450,0.056
2500,0.056363636363636366
2550,0.056666666666666664
2600,0.05692307692307692
2650,0.054285714285714284
2700,0.052
2750,0.055
2800,0.058823529411764705
2850,0.057777777777777775
2900,0.06210526315789474
2950,0.063
